year,dispnum,incidnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,onset,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
1999,4330,4330001,"Pigeon Reef, Spratly Islands","Pigeon Reef, Spratly Islands",114.637,8.86734,2,1,latlong.net,Island,,116787,Over Pigeon Reef around the Spratly Islands.,pigeon reef,8.86667,114.633,4
1999,4334,4334001,Macedonia-Yugoslavia (Kosovo [> ADM1]) Border,Midpoint of shared (subnational) border,21.0274,42.1559,5,1,ArcGIS and GADM,Point along a line,,68760,MAC-Kosovo border,vratnica,42.1167,21.1,4
1999,4335,4335001,Norway Territorial Waters,Centroid of territorial waters,11.0058,65.7203,3,1,ArcGIS and Marine Regions,Territorial waters,,34888,Off NOR coast,kristiansund,63.1167,7.7,4
1999,4338,4338001,"Baku, Azerbaijan","Baku, Azerbaijan",49.8671,40.4093,1,1,latlong.net,Precise location text,,71537,"Baku, AZE",baku,40.3833,49.8667,1
1999,4342,4342001,Macedonia-Yugoslavia Border,Midpoint of shared (national) border,21.3918,42.2201,5,1,ArcGIS and cShapes,Point along a line,,68760,YUG-MAC border,belanovce,42.2167,21.5667,4
1999,4342,4342002,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342003,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342004,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342005,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342006,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342007,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342008,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342009,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342010,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342011,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342012,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4342,4342013,Black Sea,Black Sea,34.2993,43.413,5,0,latlong.net,Sea,,67266,Black Sea,black sea,43.3167,34,5
1999,4344,4344001,Turkey,Point along border nearest Russia,42.831,41.5824,5,1,ArcGIS and cShapes,Point along a line,,69443,,turk border nearest russia,41.6,42.95,4
2000,4088,4088012,Taiwan Strait,Taiwan Strait,119.698,24.6581,3,0,latlong.net,Strait,,93757,In the waters of the Taiwan Strait,Taiwan Straits,24,119,4
2000,4088,4088013,Taiwan Strait,Taiwan Strait,119.698,24.6581,3,0,latlong.net,Strait,,93757,in the Taiwan Strait,Taiwan Straits,24,119,5
2000,4088,4088014,China (Southeastern [> ADM1]),Midpoint of coastline,118.137,24.2649,5,0,ArcGIS and GADM,Point along a line,,94474,Along China's southeastern coast,fuzhou,26.05,119.1,3
2000,4088,4088015,Unspecified,,,,-99,0,,Location unclear or unspecified,,,None,,,,7
2000,4088,4088016,East China Sea,East China Sea,125.915,30.3953,5,0,latlong.net,Sea,,85769,In the waters of the East China Sea,East China Sea,29,125,4
2000,4088,4088017,Unspecified,,,,-99,0,,Location unclear or unspecified,,,None,,,,7
2000,4088,4088018,China (Fujian [ADM1] and Guangdong [ADM1]),Centroid of > ADM1,115.302,24.4674,5,0,ArcGIS and GADM,> ADM1,,94468,"Near Fujian Province, northeast over Huizhou, 40 KM north of Shenzhen",Huizhou,23.0833,114.4,3
2000,4088,4088019,Taiwan Strait,Taiwan Strait,119.698,24.6581,3,0,latlong.net,Strait,,93757,"In the area of the Taiwan Strait, particularly near Fujian province",Fujian,26.5333,117.833,5
2000,4095,4095059,"Famagusta, Cyprus","Famagusta, Cyprus",33.9192,35.1149,2,0,latlong.net,Near,,78785,"Near Famagusta, N CYP",Famagusta,35.1167,33.95,2
2000,4095,4095060,"Strovilia, Cyprus","Strovilia, Cyprus",33.899,35.0939,2,0,latlong.net,Near,,78785,"Area of Strovilia, CYP-N CYP border",strovolus,35.1333,33.3333,2
2000,4095,4095061,Northern Cyprus (Famagusta [ADM1] and Nicosia [ADM1]),Centroid of > ADM1,33.6271,35.1906,5,0,ArcGIS and GADM,> ADM1,,78785,"Near Nicosia and Famagusta, CYP",Nicosia,35.1667,33.3667,2
2000,4095,4095062,Northern Cyprus,Centroid of ADM0,33.5993,35.2778,6,0,ArcGIS and GADM,State,,78785,Near N CYP,Cyprus,35,33,3
2000,4095,4095063,Cyprus,Centroid of ADM0,33.2218,35.0459,6,0,ArcGIS and cShapes,State,,78784,CYP,Cyprus,35,33,5
2000,4095,4095064,Cyprus,Centroid of ADM0,33.2218,35.0459,6,0,ArcGIS and cShapes,State,,78784,CYP,Cyprus,35,33,5
2000,4095,4095065,Aegean Sea,Aegean Sea,25.2686,39.0192,5,0,latlong.net,Sea,,73008,Aegean Sea,Aegean Sea,39,25,5
2000,4095,4095066,Aegean Sea,Aegean Sea,25.2686,39.0192,5,0,latlong.net,Sea,,73008,Aegean Sea,Aegean Sea,39,25,5
2000,4095,4095067,Northern Cyprus,Centroid of ADM0,33.5993,35.2778,6,0,ArcGIS and GADM,State,,78785,N CYP,Cyprus,35,33,3
2000,4128,4128008,Scarborough Shoal,Scarborough Shoal,117.74,15.2191,2,0,latlong.net,Island,,107433,Waters around the Scarborough Shoal.,scarborough shoal,15.1333,117.767,3
2000,4128,4128009,Scarborough Shoal,Scarborough Shoal,117.74,15.2191,2,0,latlong.net,Island,,107433,"Near the Scarborough Shoal, which is a part of the Spratly group.",scarborough shoal,15.1333,117.767,3
2000,4140,4140004,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082,5,0,ArcGIS and cShapes,Point along a line,,109267,Along the border between NIC and HON.,Guasaule,13.3167,-86.9833,4
2000,4140,4140005,Caribbean Sea,Caribbean Sea,-74.9676,14.5401,5,0,latlong.net,Sea,,108488,"Sur, Robel, Arrecife Alargado, and Media Luna islets in the Caribbean Sea.",Caribbean Sea,15,-75,5
2000,4141,4141001,Honduras-Nicaragua Border (Territorial Waters),Midpoint of shared (territorial water) border,-87.7657,13.0918,5,1,ArcGIS and Marine Regions,Point along a line,,110702,"Gulf of Fonseca, near the first buoy (the only buoy marking the NIC-HON naval bo",Golfo de Fonseca,13.1667,-87.6667,3
2000,4141,4141002,Gulf of Fonseca,Gulf of Fonseca,-87.5791,13.2088,4,0,latlong.net,Gulf,,110702,Gulf of Fonseca,Golfo de Fonseca,13.1667,-87.6667,3
2000,4151,4151001,Belize-Guatemala Border,Midpoint of shared (national) border,-89.1656,16.6986,5,1,ArcGIS and cShapes,Point along a line,,105659,Along the border between BLZ and GUA. Both countries claimed the incident took p,el peten,16.8333,-90,4
2000,4151,4151002,Belize-Guatemala Border,Midpoint of shared (national) border,-89.1656,16.6986,5,0,ArcGIS and cShapes,Point along a line,,105659,GUA-BLZ border.,esperanza,16.8833,-89.15,4
2000,4151,4151003,"Arenal, Belize","Arenal, Belize",-89.1375,17.0271,2,0,latlong.net,Near,,104939,"Along the GUA-BLZ border, near the BLZ town of Arenal and the GUA town of El Car",arenal,17.0167,-89.15,4
2000,4152,4152001,Belize-Guatemala (El Peten [ADM1]),Midpoint of shared (subnational) border,-89.1593,16.8542,5,1,ArcGIS and GADM,Point along a line,,105659,Along the BLZ-GUA border. Near Santa Cruz Rio Blanco and Peten.,santa cruz rio,16.2833,-89.3667,4
2000,4156,4156001,Vassen Island,Vassen Island,-57.1492,5.79306,2,1,latlong.net,Island,,121483,In the disputed waters at the mouth of the Corentyne River between SUR and GUY.,corentyne river,5.95,-57.1,4
2000,4156,4156002,Corentyne River,Midpoint of river,-57.9096,3.86172,5,0,ArcGIS and Natural Earth Data,Point along a line,,124362,Villages on the GUY side of the Corentyne River.,corentyne river,5.95,-57.1,4
2000,4156,4156003,Corentyne River,Midpoint of river,-57.9096,3.86172,5,0,ArcGIS and Natural Earth Data,Point along a line,,124362,Along the Corentyne River which forms the border between GUY and SUR.,corentyne river,5.95,-57.1,4
2000,4156,4156004,Guyana-Suriname Border,Midpoint of shared (national) border,-57.8552,3.75803,5,0,ArcGIS and cShapes,Point along a line,,124362,Along the border between GUY and SUR.,corentyne river,5.95,-57.1,4
2000,4156,4156005,Guyana-Suriname Border,Midpoint of shared (national) border,-57.8552,3.75803,5,0,ArcGIS and cShapes,Point along a line,,124362,Along the border between SUR and GUY.,corentyne river,5.95,-57.1,4
2000,4156,4156006,"Scottsburg, Guyana","Scottsburg, Guyana",-57.1401,5.90741,1,0,latlong.net,Precise location text,,121483,Scotburg village on the GUY side of the Corentyne River.,corentyne river,5.95,-57.1,4
2000,4182,4182367,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
2000,4182,4182368,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,number of locations in southern Lebanon,sur,33.2667,35.2,3
2000,4182,4182369,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
2000,4182,4182370,Lebanon (Nabatieh [ADM1]),Centroid of ADM1,35.5162,33.2967,4,0,ArcGIS and GADM,ADM1,Dual event; Both in same ADM1,81669,"southern Lebanon, Meis al Jabal (south of Houla), Kafer Tebneet (border between",houla,33.2,35.5,1
2000,4182,4182371,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
2000,4182,4182372,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
2000,4182,4182373,Israel-Lebanon Border,Midpoint of shared (national) border,35.5057,33.1118,5,0,ArcGIS and cShapes,Point along a line,,81669,Israel-Lebanon border,yarun,33.05,35.4,4
2000,4182,4182374,Israel-Lebanon Border,Midpoint of shared (national) border,35.5057,33.1118,5,0,ArcGIS and cShapes,Point along a line,Dual event; National border,81669,"Israel-Lebanon border, Mount Hermon, Wazzani, and Shebaa Farms",mount hermon,33.4333,35.85,1
2000,4182,4182376,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,southern Lebanon,sur,33.2667,35.2,3
2000,4182,4182377,Israel-Lebanon Border,Midpoint of shared (national) border,35.5057,33.1118,5,0,ArcGIS and cShapes,Point along a line,,81669,"Israel-Lebanon border, Mount Dov, and Sinir",sur,33.2667,35.2,4
2000,4182,4182378,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,"western Bekaa district, Marjayoun region, Beirut and its eastern Hazmiyeh suburb",bekaa,34,36.1667,3
2000,4182,4182379,"Kfar Shoba, Lebanon","Kfar Shoba, Lebanon",35.6922,33.328,1,0,latlong.net,Precise location text,,81669,Kfarshouba - southern Lebanese village,kfar shoba,33.3167,35.6833,3
2000,4182,4182380,Lebanon,Centroid of ADM0,35.888,33.9203,6,0,ArcGIS and cShapes,State,Dual event; ADM1s not contiguous,80949,southern Lebanon - city of Baalbek and Iqlim at-Tuffat region,baalbek,34,36.2167,1
2000,4182,4182381,Lebanon (Beqaa [ADM1] and South [ADM1]),Centroid of > ADM1,35.6628,33.5302,5,0,ArcGIS and GADM,> ADM1,Dual event; Contiguous ADM1s,80949,Bekaa Valley and Tyre,bekaa,34,36.1667,1
2000,4186,4186001,"Brussels, Belgium","Brussels, Belgium",4.35172,50.8503,1,1,latlong.net,Precise location text,,56486,Brussels. Location Type: other location,brussels,50.8333,4.33333,1
2000,4186,4186002,"Pristina, Kosovo","Pristina, Kosovo",21.1655,42.6629,8,0,latlong.net,Capital,,68040,Kosovo,pristina,42.6667,21.15,5
2000,4197,4197001,Russia,Centroid of ADM0,96.7883,61.8384,6,1,ArcGIS and cShapes,State,Dual event,40499,"Anadyr in Bering Sea, Tiksy in Northeast Siberia, Vorkuta in the Urals.",anadyr,64.75,177.483,3
2000,4197,4197002,Gulf of Alaska,Gulf of Alaska,-144,57,4,0,latlong.net,Gulf,,47458,Artic Canada Alaska,gulf of alaska,59,-145,5
2000,4197,4197003,Russia,Centroid of ADM0,96.7883,61.8384,6,0,ArcGIS and cShapes,State,Dual event,40499,"Anadyr in the Bering Sea, Tiksy in Northeast Siberia, Vorkuta in the Urals.",anadyr,64.75,177.483,3
2000,4201,4201002,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,Along the Tajik-Afghan border,pyandzh,37.2333,69.45,4
2000,4201,4201003,Afghanistan-Uzbekistan Border,Midpoint of shared (national) border,67.1796,37.2651,5,0,ArcGIS and cShapes,Point along a line,,75812,Along the Afghan-Uzbek border,termiz,37.2167,67.25,4
2000,4201,4201004,Afghanistan (Balkh [ADM1]),Centroid of ADM1,67.135,36.648,4,0,ArcGIS and GADM,ADM1,,76532,"In the airspace over the Kaldar and Hayraton areas of Balkh province, Afghanista",balkh,36.8333,67.25,3
2000,4201,4201005,Afghanistan-Uzbekistan Border,Midpoint of shared (national) border,67.1796,37.2651,5,0,ArcGIS and cShapes,Point along a line,,75812,Along the Uzbek-Afghan border,termiz,37.2167,67.25,4
2000,4201,4201006,Afghanistan-Uzbekistan Border,Midpoint of shared (national) border,67.1796,37.2651,5,0,ArcGIS and cShapes,Point along a line,,75812,Along the Uzbek-Afghan border,termiz,37.2167,67.25,4
2000,4201,4201007,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,TAJ-AFG border,moskovskiy,37.6667,69.75,4
2000,4201,4201008,Afghanistan-Uzbekistan Border,Midpoint of shared (national) border,67.1796,37.2651,5,0,ArcGIS and cShapes,Point along a line,,75812,"Near Nayraton, along the Uzbek-Afghan border",termiz,37.2167,67.25,2
2000,4201,4201009,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,TAJ-AFG border,moskovskiy,37.6667,69.75,4
2000,4201,4201010,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,TAJ-AFG border,moskovskiy,37.6667,69.75,4
2000,4201,4201011,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,TAJ-AFG border,moskovskiy,37.6667,69.75,4
2000,4201,4201012,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,Along the Tajik-Afghan border,moskovskiy,37.6667,69.75,4
2000,4201,4201013,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,TAJ-AFG border,pyandzh,37.2333,69.45,4
2000,4201,4201014,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,Along the Tajik-Afghan border,moskovskiy,37.6667,69.75,4
2000,4201,4201015,Afghanistan-Tajikistan (Panj [ADM2]) Border,Midpoint of shared (subnational) border,69.1339,37.1687,5,0,ArcGIS and GADM,Point along a line,,75816,In the Panj border sector of the Tajik-Afghan border,panj,37.2333,69.0833,3
2000,4210,4210001,Aegean Sea,Aegean Sea,25.2686,39.0192,5,1,latlong.net,Sea,,73008,Greek airspace over the Aegean Sea,aegean sea,39,25,5
2000,4210,4210002,Aegean Sea,Aegean Sea,25.2686,39.0192,5,0,latlong.net,Sea,,73008,Turkish airspace in the Aegean,aegean sea,39,25,5
2000,4210,4210003,Aegean Sea,Aegean Sea,25.2686,39.0192,5,0,latlong.net,Sea,,73008,Over Lemnos and Ikaria islands in the Aegean Sea,ikaria,37.5833,26.1667,3
2000,4212,4212002,"Shatili, Georgia","Shatili, Georgia",45.1546,42.6581,2,0,latlong.net,Near,,67928,"Argun Gorge, near Shatili, GRG-Chechen border",arguni,42.1,44.6333,4
2000,4212,4212003,Georgia-Russia Border,Midpoint of shared (national) border,43.549,42.8639,5,0,ArcGIS and cShapes,Point along a line,,67925,GRG-RUS border,shovi,42.6833,43.6833,4
2000,4212,4212004,"Mutso, Georgia","Mutso, Georgia",45.2076,42.6071,2,0,latlong.net,Near,,67928,"Near Mutso, GRG",mutso,42.6,45.2,2
2000,4213,4213001,Gulf of Oman,Gulf of Oman,58.7374,24.7143,4,1,latlong.net,Gulf,,93875,Gulf of Oman,gulf of oman,25,58,5
2000,4213,4213002,Persian Gulf,Persian Gulf,51.6834,26.7505,4,0,latlong.net,Gulf,,90981,Persian Gulf,persian gulf,27,51,5
2000,4214,4214001,Equatorial Guinea Territorial Waters,Centroid of mainland territorial waters,9.47262,1.53207,3,1,ArcGIS and Marine Regions,Territorial waters,,127056,Off EQG coast,mbini,1.58333,9.6,4
2000,4218,4218001,Unspecified,,,,-99,1,,Location unclear or unspecified,,,None,,,,7
2000,4218,4218002,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,None,DMZ,38.266,127.364,4
2000,4220,4220001,Sea of Japan,Sea of Japan,135,38.8488,5,1,latlong.net,Sea,,73548,Sea of Japan,sea of japan,43.5,135.75,5
2000,4220,4220002,Sea of Japan,Sea of Japan,135,38.8488,5,0,latlong.net,Sea,,73548,Sea of Japan,sea of japan,43.5,135.75,5
2000,4220,4220003,Sea of Japan,Sea of Japan,135,38.8488,5,0,latlong.net,Sea,,73548,Sea of Japan,sea of japan,43.5,135.75,5
2000,4220,4220004,Sea of Japan,Sea of Japan,135,38.8488,5,0,latlong.net,Sea,,73548,Sea of Japan,sea of japan,43.5,135.75,5
2000,4221,4221001,Armenia-Turkey Border,Midpoint of shared (national) border,43.6501,40.1234,5,1,ArcGIS and cShapes,Point along a line,,71525,ARM-TUR border,degrimenkoy,40.05,43.75,4
2000,4221,4221002,Armenia-Turkey Border,Midpoint of shared (national) border,43.6501,40.1234,5,0,ArcGIS and cShapes,Point along a line,,71525,TUR-ARM border,degrimenkoy,40.05,43.75,4
2000,4221,4221003,Armenia-Turkey Border,Midpoint of shared (national) border,43.6501,40.1234,5,0,ArcGIS and cShapes,Point along a line,,71525,TUR-ARM border,degrimenkoy,40.05,43.75,4
2000,4221,4221004,Armenia-Turkey Border,Midpoint of shared (national) border,43.6501,40.1234,5,0,ArcGIS and cShapes,Point along a line,,71525,TUR-ARM border,degrimenkoy,40.05,43.75,4
2000,4222,4222001,"Hokkaido Island, Japan","Hokkaido Island, Japan",142.552,43.3857,4,1,ArcGIS and GADM,ADM1,,67083,Waters near Japan's northernmost main island,sapporo,43.0333,141.317,4
2000,4223,4223005,"Pallanwala, India","Pallanwala, India",74.4628,32.841,1,0,latlong.net,Precise location text,,82306,Palanwala sector of Kashmir.,palanwala,32.85,74.4833,3
2000,4223,4223006,India (Poonch [ADM2]),Centroid of ADM2,74.2604,33.7083,3,0,ArcGIS and GADM,ADM2,Dual event; Both in same ADM2,80866,"Kotli, Mendhar, and Poonch sectors Kashmir.",poonch,33.7667,74.1,1
2000,4223,4223007,"Laam, India","Laam, India",75.0969,34.0268,1,0,latlong.net,Precise location text,Precise location text for Laam; Unable to ID other locations,80148,"Laam in Naushera sector and southern, northern, and northwestern frontier zones",naushera,31.4833,73.55,3
2000,4223,4223008,Rann of Kutch,Rann of Kutch,70.1456,24.0454,2,0,latlong.net,Marsh,,94538,Rann of Kutch (Pakistan).,rann of kutch,24.0833,70.1667,3
2000,4223,4223009,Kashmir (Line of Control),Midpoint of Line of Control,74.4843,34.7874,5,0,ArcGIS and GADM,Point along a line,,79426,Line of control across Kashmir.,jammu,32.7167,74.8167,4
2000,4223,4223010,Siachen Glacier,Siachen Glacier,77.0439,35.4639,5,0,latlong.net,> ADM1,,78712,"Siachen Glacier and Kupwara district, Kashmir.",siachen glacier,35.1833,77.2,3
2000,4223,4223011,Pakistan (Poonch [ADM2]),Centroid of ADM2,72.0483,34.4208,3,0,ArcGIS and GADM,ADM2,,80142,Poonch/Rawlakot sectors of Kashmir.,rawlakot,33.8667,73.7667,3
2000,4223,4223012,"Naugam, India","Naugam, India",75.1166,33.4399,1,0,latlong.net,Precise location text,,81588,"Naugam sector, north Kashmir.",naugam,35.2667,74.9167,3
2000,4223,4223013,Pakistan,Centroid of ADM0,69.386,29.967,6,0,ArcGIS and cShapes,State,,86616,"Pakistan, countrywide.",islamabad,33.7,73.0333,5
2000,4229,4229001,Albania-Yugoslavia (Montenegro [> ADM1]) Border,Midpoint of shared (subnational) border,19.5184,42.451,5,1,ArcGIS and GADM,Point along a line,Uses ADM0 from GADM,68757,ALB-Montenegrin border,tamare,42.45,19.5333,4
2000,4232,4232001,Azerbaijan (Gadabay [ADM2]),Centroid of ADM2,45.6643,40.5603,3,1,ArcGIS and GADM,ADM2,Unclear if event is dual or directional moniker is incorrect,70809,"Kedabek District, Northeast AZE",kedabek,40.55,45.8,3
2000,4232,4232002,Azerbaijan (Ganja-Qazakh [ADM1]),Centroid of ADM1,46.0028,40.813,4,0,ArcGIS and GADM,ADM1,Dual event; Both in same ADM1,70810,"Krasnoye Selo and Kazakh Districts, ARM-AZE border",krasnoye selo,40.6333,46.3833,1
2000,4243,4243001,Palau,Palau,134.583,7.51498,2,1,latlong.net,Near,,118187,Palau waters,palau,6,134,4
2000,4253,4253001,"Kisangani, DRC","Kisangani, DRC",25.2008,0.51853,1,1,latlong.net,Precise location text,,128448,"The city of Kisangani, Democratic Republic of the Congo (DRC), and the surroundi",kisangani,0.5,25.2,1
2000,4253,4253002,Rwanda-Uganda Border,Midpoint of shared (national) border,30.0537,-1.40806,5,0,ArcGIS and cShapes,Point along a line,,131338,The Uganda-Rwanda border. The Ugandan forces deployed mainly at Mpaama and Mira,mirama,-0.85,29.75,4
2000,4253,4253003,Rwanda-Uganda Border,Midpoint of shared (national) border,30.0537,-1.40806,5,0,ArcGIS and cShapes,Point along a line,,131338,The Rwanda-Uganda border.,colline tovu,-1.36667,30.1,4
2000,4253,4253004,Bangoka Airport,Bangoka Airport,25.3326,0.486974,1,0,latlong.net,Precise location text,,129168,"The Bangoka Airport, approximately 17km outside of the city of Kisangani, Democr",bangoka,0.483333,25.3333,1
2000,4253,4253005,"Kisangani, DRC","Kisangani, DRC",25.2008,0.51853,1,0,latlong.net,Precise location text,,128448,"Kisangani, Democratic Republic of the Congo (DRC).",kisangani,0.5,25.2,1
2000,4257,4257001,Guinea-Liberia Border,Midpoint of shared (national) border,-9.40761,7.50678,5,1,ArcGIS and cShapes,Point along a line,,118459,Liberia - Guinea border. Attacks follow in Koryamah region.,balaraia,7.9,-9.4,4
2000,4257,4257002,Liberia (Zorzor [ADM2]),Centroid of ADM2,-9.62787,7.91448,3,0,ArcGIS and GADM,ADM2,,118458,"Zorzor district, Liberia",zorzor,7.76667,-9.41667,3
2000,4257,4257003,Liberia (Voinjama [ADM2]),Centroid of ADM2,-9.82419,8.25792,3,0,ArcGIS and GADM,ADM2,,117738,"Province of Voinjama, Liberia",voinjama,8.41667,-9.73333,3
